File Name,Category,Confidence Score,Timestamp
paper_240.jpg,paper,0.4904,2025-12-02 14:03:05
paper_254.jpg,paper,0.9951,2025-12-02 14:03:05
paper_270.jpg,paper,0.6843,2025-12-02 14:03:05
paper_275.jpg,paper,0.9987,2025-12-02 14:03:05
paper_278.jpg,paper,0.9200,2025-12-02 14:03:05
paper_316.jpg,paper,0.9843,2025-12-02 14:03:05
paper_335.jpg,paper,0.9980,2025-12-02 14:03:05
paper_360.jpg,paper,0.9347,2025-12-02 14:03:06
paper_363.jpg,paper,0.9995,2025-12-02 14:03:06
shoes_10.jpg,paper,0.4824,2025-12-02 14:03:08
01c68d52b0e946b9a7edc0021ed067a3.jpg,paper,0.8385,2025-12-02 14:34:13
04381cabc2664bc29aa54c2c437c3a12.jpg,paper,0.8017,2025-12-02 14:34:19
0497bded3a2341048a7f2a14b6353732.jpg,paper,0.3657,2025-12-02 14:34:19
06af6acc193d414e9ef2a66477020f6c.jpg,paper,0.8563,2025-12-02 14:34:23
07d36d2a4a79460080eade2e921b7b3f.jpg,paper,0.9269,2025-12-02 14:34:26
0829bbab3bee44f5b97f320879025043.jpg,paper,0.6384,2025-12-02 14:34:27
0898c65715c24d6784e87c9142863ad1.jpg,paper,0.8526,2025-12-02 14:34:28
0c064c2921d54ee2be1990a95e0c5138.jpg,paper,0.9515,2025-12-02 14:34:37
0da56e6c81e14aec805d6e7cab090c63.jpg,paper,0.4426,2025-12-02 14:34:41
0ff9793d4ad34771a2a73c610064f777.jpg,paper,0.5510,2025-12-02 14:34:45
11129814d8224731ae288fd216902ba9.jpg,paper,0.2632,2025-12-02 14:34:48
12c5e21e7c88407d914a6bed3e23b46e.jpg,paper,0.7988,2025-12-02 14:34:50
16f29268f4314e539cd1d45896ccf3de.jpg,paper,0.8529,2025-12-02 14:34:59
174c0f525195419fb508276e5de72cac.jpg,paper,0.6352,2025-12-02 14:35:01
17fecf584efd4554ae4cd02f62a86479.jpg,paper,0.7661,2025-12-02 14:35:02
1b8d1faeb2c446d7b3110b7bd64ddc20.jpg,paper,0.7442,2025-12-02 14:35:10
1c6c7eefcd094882bc1ea96abdc42571.jpg,paper,0.6619,2025-12-02 14:35:12
20d5fbb7de2c49cc904ae60dbbe7622b.jpg,paper,0.7788,2025-12-02 14:35:22
21fbe98e4d7142e3840b56dacc3b1e86.jpg,paper,0.6556,2025-12-02 14:35:24
23303d44a1cd444b99655e7cbc39317d.jpg,paper,0.5104,2025-12-02 14:35:26
2495694cb7484f3f81acfed79fc5718b.jpg,paper,0.2682,2025-12-02 14:35:28
24e64b66374e415eb7489d6a4fa8fe24.jpg,paper,0.8138,2025-12-02 14:35:29
26d82c9ff59e43ac90d2b772efc5d4ca.jpg,paper,0.4631,2025-12-02 14:35:33
27a46501d92241c9865ebbbd076dd500.jpg,paper,0.7483,2025-12-02 14:35:35
2acd6a2e31f7490c833e51440f4fd562.jpg,paper,0.7715,2025-12-02 14:35:41
2eb7d05ea19d46c682b08bb75ea693d3.jpg,paper,0.3240,2025-12-02 14:35:48
33e679cb6d4047a6a383ae2a74e7c708.jpg,paper,0.5649,2025-12-02 14:36:00
3711a377c27e4d02b0de2d4168fee1ba.jpg,paper,0.3447,2025-12-02 14:36:08
375a3ab63cc3475e90dbbcb16c1fb0b5.jpg,paper,0.8067,2025-12-02 14:36:09
37e704433dce4bca80cb7d8d8dbdd294.jpg,paper,0.9788,2025-12-02 14:36:10
38952208e6614104bfa3848646107885.jpg,paper,0.3509,2025-12-02 14:36:12
39e18534834341fb958027a2238e90f7.jpg,paper,0.5889,2025-12-02 14:36:14
3baadd45c6974c53a5423fe35e025617.jpg,paper,0.9824,2025-12-02 14:36:17
3e297c3200934335851929849ade4a08.jpg,paper,0.9890,2025-12-02 14:36:23
3e81ee009fa34cfc9c938083dd1dcb82.jpg,paper,0.9967,2025-12-02 14:36:24
40b4a4c080d24865a9dbd346924529a8.jpg,paper,0.6655,2025-12-02 14:36:26
4111dabef8a94a8b86255bfd568eff90.jpg,paper,0.8494,2025-12-02 14:36:27
4158ed2713ff4d26a63a997ebc1e9dae.jpg,paper,0.7442,2025-12-02 14:36:28
4167cb731be34ecf91731145b4961b30.jpg,paper,0.9721,2025-12-02 14:36:28
41da5285456e4d6b88ab60e02024c78b.jpg,paper,0.9796,2025-12-02 14:36:29
43b1fddfbfab4b3493d1dcdb62e42b0f.jpg,paper,0.6348,2025-12-02 14:36:34
45e791f3aaea46c3ad75e24e7a0069da.jpg,paper,0.8726,2025-12-02 14:36:38
472cbedd764d4d3798149aa7e97c23b5.jpg,paper,0.4759,2025-12-02 14:36:42
493f7eb3f0894a11a0927f46db4a9ce4.jpg,paper,0.7436,2025-12-02 14:36:45
4a7861e36b364df1a997462b22aaa5ec.jpg,paper,0.8815,2025-12-02 14:36:46
4a7d8b7704e14eb0889bba293f8c9037.jpg,paper,0.8124,2025-12-02 14:36:46
4cca88d2037d49ad8e0ff35affe1dafe.jpg,paper,0.4816,2025-12-02 14:36:53
4ce105a205034c16958ff9878984e51d.jpg,paper,0.6070,2025-12-02 14:36:53
50e1cab7086f4406b096434f4f17930f.jpg,paper,0.9424,2025-12-02 14:37:00
521d2671b973410880185dc82c62b026.jpg,paper,0.6855,2025-12-02 14:37:03
526feadaeccc41be89300fd2a1010743.jpg,paper,0.6251,2025-12-02 14:37:04
538615f018734d3999374a97a97c02f2.jpg,paper,0.7077,2025-12-02 14:37:06
54ae31c0950c4a8da952ef7b9941c6fd.jpg,paper,0.7904,2025-12-02 14:37:11
5ae2aa27d03d4aae89a7723c726775b5.jpg,paper,0.5037,2025-12-02 14:37:24
5af9245e1290446a88daa09a4f7a7e18.jpg,paper,0.7622,2025-12-02 14:37:24
5b62176bdac445d792f43a944dcf88a6.jpg,paper,0.6752,2025-12-02 14:37:25
5d9c301a7451492daf1cc4f532fc5b2a.jpg,paper,0.3387,2025-12-02 14:37:30
5df82e948aaa412b946c69055bca8469.jpg,paper,0.4940,2025-12-02 14:37:31
5e3fd6ab61624feb984ec3ad268e3d39.jpg,paper,0.4554,2025-12-02 14:37:32
5ee1345b340e4c6291d6cbe94e8f50a4.jpg,paper,0.5856,2025-12-02 14:37:34
605a2ceb833546fcbe6089a1d4fdcfa3.jpg,paper,0.8529,2025-12-02 14:37:37
62971cb09177441cb8c9bc2b6b96ca6b.jpg,paper,0.4786,2025-12-02 14:37:41
634c9090c6be4dbf9b51cbfa3f818c21.jpg,paper,0.9939,2025-12-02 14:37:43
64f251bb592f41c1bc27fbedb51e5043.jpg,paper,0.9520,2025-12-02 14:37:45
