File Name,Category,Confidence Score,Timestamp
biological_3.jpg,cardboard,0.6028,2025-12-02 14:02:59
cardboard_1.jpg,cardboard,0.9981,2025-12-02 14:03:00
cardboard_14.jpg,cardboard,1.0000,2025-12-02 14:03:00
cardboard_2.jpg,cardboard,0.9892,2025-12-02 14:03:00
cardboard_3.jpg,cardboard,1.0000,2025-12-02 14:03:00
cardboard_4.jpg,cardboard,1.0000,2025-12-02 14:03:00
cardboard_5.jpg,cardboard,0.9998,2025-12-02 14:03:00
cardboard_6.jpg,cardboard,0.9786,2025-12-02 14:03:01
cardboard_7.jpg,cardboard,0.9997,2025-12-02 14:03:01
cardboard_8.jpg,cardboard,0.9978,2025-12-02 14:03:01
paper_235.jpg,cardboard,0.6425,2025-12-02 14:03:05
shoes_3.jpg,cardboard,0.7147,2025-12-02 14:03:08
0116e5ce7efe4d9395ecc55a4cc7ebed.jpg,cardboard,0.9666,2025-12-02 14:34:11
03635f543bd64821b392de96ba49d5f0.jpg,cardboard,0.3881,2025-12-02 14:34:16
049f7796a8b0469cabb9a4ba5e615f18.jpg,cardboard,0.7776,2025-12-02 14:34:19
06801ac5234341df9bb51208d236faa6.jpg,cardboard,0.8468,2025-12-02 14:34:23
08c4117372b84ab6a4bfda1458ddb464.jpg,cardboard,0.8292,2025-12-02 14:34:28
0a309e810f904b3982d5b48ff57c57d0.jpg,cardboard,0.6390,2025-12-02 14:34:32
0ef2f75db3a7463d903785d0eb8bbfc3.jpg,cardboard,0.4261,2025-12-02 14:34:43
17089c7e87b84b5992d75254c8b04591.jpg,cardboard,0.9942,2025-12-02 14:34:59
171f88392fc64c58b9ac758a7a197e98.jpg,cardboard,0.4956,2025-12-02 14:35:00
18c82622d8d04d82a6f3974bf8f7e754.jpg,cardboard,0.6660,2025-12-02 14:35:04
19b924aa6a7841f4a2b019b9a8b68d7e.jpg,cardboard,0.6168,2025-12-02 14:35:06
1ba144aba7b14af9bd0cc74651569df6.jpg,cardboard,0.4867,2025-12-02 14:35:10
1e71044e666b4b619c70d29a6f5ea509.jpg,cardboard,0.9888,2025-12-02 14:35:16
1ede256eb1004517a77b0077d1418727.jpg,cardboard,0.9972,2025-12-02 14:35:17
1fbaefbfff5248588d94f3cd3981a0f7.jpg,cardboard,0.6984,2025-12-02 14:35:19
20553ca7e7104b68b958f76cbeed6575.jpg,cardboard,0.9944,2025-12-02 14:35:21
21edb791261547489141f9f5cc3e4fc1.jpg,cardboard,0.4861,2025-12-02 14:35:24
2470b949d1ba443da358b6d9bf848da1.jpg,cardboard,0.4177,2025-12-02 14:35:27
2843bd232db54627a345ab1647b2fbce.jpg,cardboard,0.7353,2025-12-02 14:35:37
2a253be02d2c4d169de5b47f77776edc.jpg,cardboard,0.9198,2025-12-02 14:35:40
2aba3af64ace408885f64250bce0b3bc.jpg,cardboard,0.4362,2025-12-02 14:35:40
2acb0404a02b4f2c872925f6681274f9.jpg,cardboard,0.9861,2025-12-02 14:35:41
2d4685f59c5542c5b0ef0d233a1e54c7.jpg,cardboard,0.9968,2025-12-02 14:35:45
2e357945bbbd4d7fbdd163ed77cf62ce.jpg,cardboard,0.9594,2025-12-02 14:35:47
2ef1b745970141a991487fe81c0f1363.jpg,cardboard,0.9941,2025-12-02 14:35:49
2f4bba4b51c14d649cfdf50c108414b7.jpg,cardboard,0.4650,2025-12-02 14:35:49
31d9355af823427c9f4f8290047da0b1.jpg,cardboard,0.4469,2025-12-02 14:35:56
35daa5e208bc42cdb64bd2de48d23407.jpg,cardboard,0.5554,2025-12-02 14:36:05
35e9844fd5034e8eab97019e680bae26.jpg,cardboard,0.6824,2025-12-02 14:36:05
36d99bb3de104d21bc3ee9485bb84357.jpg,cardboard,0.9731,2025-12-02 14:36:07
37476f6411d740daa76d1781179911e9.jpg,cardboard,0.7777,2025-12-02 14:36:09
3bb0a1996cc746d685ed0460bf4602e4.jpg,cardboard,0.6687,2025-12-02 14:36:17
3c47396b7e00482398c56bf421428db5.jpg,cardboard,0.7654,2025-12-02 14:36:18
3c8659e733e54b7fb955211cac7ef6b9.jpg,cardboard,0.7135,2025-12-02 14:36:19
3d8756cc19c048e4a3dd6dee48604a09.jpg,cardboard,0.7988,2025-12-02 14:36:22
3e36a7cee8834548abf732247b26ca57.jpg,cardboard,0.6294,2025-12-02 14:36:23
3ec0cecea4e24c9393c28da9fc31266b.jpg,cardboard,0.5641,2025-12-02 14:36:24
41372beebfb94e69934296ee517ae33d.jpg,cardboard,0.9644,2025-12-02 14:36:27
413ac502bc824c9d95f037dc0f060e0a.jpg,cardboard,0.9953,2025-12-02 14:36:27
433532670fe44117ace380cf72ab283a.jpg,cardboard,0.4744,2025-12-02 14:36:32
434dab607c8240ccbc66f40415a52450.jpg,cardboard,0.6052,2025-12-02 14:36:32
438f0b97bd294149a5095ee99651d31e.jpg,cardboard,0.3644,2025-12-02 14:36:33
440a53ff0d8242a096722e395fa9a988.jpg,cardboard,0.9057,2025-12-02 14:36:34
44b21150aa434c7e8cbf8aa0a5681835.jpg,cardboard,0.5186,2025-12-02 14:36:35
44bc0de7f61d456aa44573c701854c8a.jpg,cardboard,0.7280,2025-12-02 14:36:36
46036dbf8e8d4520a874354dea75b090.jpg,cardboard,0.5088,2025-12-02 14:36:39
462ad0459f1a40e7872497bf703eed30.jpg,cardboard,0.6518,2025-12-02 14:36:39
474fbf4b17bd448a942b5e50955f49ac.jpg,cardboard,0.4410,2025-12-02 14:36:42
4ad61899cd754cf597fd3467012301a0.jpg,cardboard,0.9688,2025-12-02 14:36:48
4e8ac1782292438995d753f59801e005.jpg,cardboard,0.9269,2025-12-02 14:36:56
4ee7c755989e4c1c927cef7f029171d0.jpg,cardboard,0.4075,2025-12-02 14:36:57
569d0d5e4b8443468407303fee02e954.jpg,cardboard,0.9824,2025-12-02 14:37:15
589c2ef59f714280873efcc4d38b14ae.jpg,cardboard,0.3453,2025-12-02 14:37:19
5929d72b7b914fd1a502a32cef9e6f97.jpg,cardboard,0.6388,2025-12-02 14:37:21
5a9926d3a8f64766b4125661bf1c5ea6.jpg,cardboard,0.8809,2025-12-02 14:37:24
5c0d2219a4b24cffb5946a4510ea31bd.jpg,cardboard,0.8211,2025-12-02 14:37:26
5e52147d5fd146108866f8ac7ba65fdd.jpg,cardboard,0.7670,2025-12-02 14:37:32
5f4fb71d03044b338bac23f094a6488e.jpg,cardboard,0.9995,2025-12-02 14:37:35
5fc25606f6a4419cbb4db4b3ba755c28.jpg,cardboard,0.7377,2025-12-02 14:37:36
62c9ca69ea294c0389e4852f1bbe3e46.jpg,cardboard,0.3971,2025-12-02 14:37:41
63e043702dd64f71b3c302ae97f80222.jpg,cardboard,0.9812,2025-12-02 14:37:43
6591f593e28a4703af186af7a381a695.jpg,cardboard,0.5770,2025-12-02 14:37:47
65c59dbd57a6448dac60eba80fbcb7ed.jpg,cardboard,0.9435,2025-12-02 14:37:47
65e9b7cede23437aa70512296b137f74.jpg,cardboard,0.4971,2025-12-02 14:37:47
6810dd981aeb4211aaa8dd9eb7e15a74.jpg,cardboard,0.5212,2025-12-02 14:37:53
696049df45c24ac3b0e2af057be631c2.jpg,cardboard,0.5688,2025-12-02 14:37:56
6ac96b84b8234adda0c8365f71d75c72.jpg,cardboard,0.7805,2025-12-02 14:38:00
6af36eb29b8a4da399ced5a321794613.jpg,cardboard,0.7982,2025-12-02 14:38:00
6b5d0de4467046c0bd670a1773ebe795.jpg,cardboard,0.6756,2025-12-02 14:38:01
6bf6a3c297cc41d286946ff06f1f3d26.jpg,cardboard,0.6797,2025-12-02 14:38:02
7057a343c3494b45be13db8fa2681718.jpg,cardboard,0.6570,2025-12-02 14:38:18
74e8f475e51f418b972b52cf177171ee.jpg,cardboard,0.6102,2025-12-02 14:38:30
76cbde5dc5a74eae8c42b5b0c1b970b8.jpg,cardboard,0.4454,2025-12-02 14:38:35
772d8132da7945f89a788aa31366661a.jpg,cardboard,0.9962,2025-12-02 14:38:37
778db0624ba54e3384d6808dbc663769.jpg,cardboard,0.9514,2025-12-02 14:38:38
77dfba3832064606b17f6ca6c549264e.jpg,cardboard,0.7744,2025-12-02 14:38:40
784e054a2f3542cda94e74f601b0d124.jpg,cardboard,0.5191,2025-12-02 14:38:41
79e599b50c964610a8ec9ef837f20548.jpg,cardboard,0.8378,2025-12-02 14:38:45
7a80c67d6f7f44ff9124e3c859970c02.jpg,cardboard,0.9550,2025-12-02 14:38:47
7abd9da57cc64b5a9046f8d29fda4941.jpg,cardboard,0.7374,2025-12-02 14:38:47
7b0f4cb1674445eca17e5f0d17661457.jpg,cardboard,0.8767,2025-12-02 14:38:49
