File Name,Category,Confidence Score,Timestamp
battery_1.jpg,trash,0.9999,2025-12-02 14:02:57
biological_10.jpg,trash,0.5102,2025-12-02 14:02:59
paper_352.jpg,trash,0.4633,2025-12-02 14:03:05
trash_2.jpg,trash,0.9199,2025-12-02 14:03:09
trash_4.jpg,trash,0.9978,2025-12-02 14:03:09
trash_5.jpg,trash,0.9876,2025-12-02 14:03:09
trash_6.jpg,trash,0.9801,2025-12-02 14:03:10
trash_7.jpg,trash,0.3976,2025-12-02 14:03:10
trash_8.jpg,trash,0.9682,2025-12-02 14:03:10
trash_9.jpg,trash,1.0000,2025-12-02 14:03:10
0071f72c121f40ca98fb1917560bd467.jpg,trash,0.5812,2025-12-02 14:34:11
0234846bd434440493359d95cd9e9d83.jpg,trash,0.5199,2025-12-02 14:34:14
03b6e428c0f64bb794b926c272c127f4.jpg,trash,0.9628,2025-12-02 14:34:16
086dbe47359e40c0926b246fe05f6e27.jpg,trash,0.5624,2025-12-02 14:34:27
092a28f0a040470c9bcdc14bf018061b.jpg,trash,0.5088,2025-12-02 14:34:29
094893d10a82457b8500a80ffcca9774.jpg,trash,0.3470,2025-12-02 14:34:30
0a6193560837463fa956d87801ff6cca.jpg,trash,0.5806,2025-12-02 14:34:33
0b4543449a7c4660bbc65d1ca5f4eb99.jpg,trash,0.3562,2025-12-02 14:34:35
0b5edeaf503d4204a9be4b943d07fcbd.jpg,trash,0.9558,2025-12-02 14:34:35
0b772750f5a64a91b0be1a192d202a3b.jpg,trash,0.4338,2025-12-02 14:34:36
0cfd59d3d24a417cb53000ba4f82ca44.jpg,trash,0.6655,2025-12-02 14:34:39
0d05b451a86a42a9b2b1192c203a51b3.jpg,trash,0.7234,2025-12-02 14:34:39
0db58868206e4b219dbc04fccc9d1c6c.jpg,trash,0.9819,2025-12-02 14:34:41
0f5181811d504ad98c110dd99bf2b08d.jpg,trash,0.6892,2025-12-02 14:34:44
0f78d28ac803426b84ce6ba07329a9f8.jpg,trash,0.7384,2025-12-02 14:34:44
